V_ACCT_LGHT,C_IP,C_VMP,V_N_VM_MESS,V_T_DAY_CHG,V_T_EVE_CALLS,V_T_EVE_CHG,V_T_NIG_CALLS,V_T_NIG_CHG,V_T_INT_CALLS,V_T_INT_CHG,V_CS_CALLS,TARGET,ID
93,No,No,0,25.91,88,23.34,120,11.35,5,1.78,3,0,1509
142,No,Yes,40,40.36,93,14.95,110,9.46,3,2.48,3,0,1510
92,No,No,0,45.15,75,15.36,113,9.5,2,2.32,1,0,1511
70,No,No,0,33.54,81,25.99,105,7.69,6,1.81,1,0,1512
37,No,No,0,39.73,109,17.67,101,9.57,2,3.24,2,0,1514
51,No,No,0,31.13,107,13.61,121,14.03,3,1.89,1,0,1515
174,No,No,0,23.7,108,12.19,107,10.13,5,2.7,2,0,1516
68,No,No,0,36.36,100,22.14,97,10.52,3,2.27,1,1,1517
130,No,No,0,35.21,115,17.01,100,8.74,2,3.35,1,0,1518
104,No,No,0,23.75,119,17.22,102,9.16,5,3.05,2,0,1519
134,No,No,0,30.12,105,19.44,113,8.74,3,2.4,2,0,1520
108,No,Yes,35,28.87,101,14.76,105,9.66,7,2.57,2,0,1521
103,No,No,0,29.5,65,20.77,66,9.97,2,2.62,3,0,1522
62,No,No,0,27.18,99,14.64,109,11.84,4,1.51,1,0,1523
162,No,No,0,19.57,111,16.73,98,9.56,3,3.08,2,0,1524
42,No,No,0,15.67,120,17.95,73,5.81,6,3.54,1,0,1526
155,No,Yes,23,41.46,106,11.31,123,9.62,11,3.62,2,0,1527
36,No,No,0,19.91,117,20.01,108,9.96,2,2.43,0,0,1528
143,No,No,0,37.96,128,14.2,84,9.14,4,1.22,0,1,1529
81,No,No,0,44.44,102,18.33,96,12.23,6,2.16,1,1,1531
103,No,Yes,18,25.48,84,14.53,112,7.72,7,3.11,0,1,1533
136,No,No,0,44.1,125,14.68,78,13.22,6,2.89,1,1,1535
99,No,No,0,37.81,89,15.79,81,10.7,8,3.24,2,0,1536
95,No,No,0,11.8,109,16.22,102,9.9,5,2.4,0,0,1537
113,No,No,0,10.4,88,7.85,114,8.88,3,3.7,5,1,1539
117,No,No,0,17.39,104,11.49,93,8.99,10,4.24,3,0,1541
48,No,Yes,36,39.25,121,14.25,87,12.15,4,2.05,3,0,1542
57,No,No,0,32.78,86,13.43,105,10.6,6,3.43,1,0,1544
140,No,No,0,27.64,109,17.53,66,6.37,2,2.21,1,0,1545
107,No,Yes,38,37.3,73,15.34,91,4.68,1,2.97,2,0,1546
56,No,No,0,23.32,119,14.1,72,8.2,4,3.86,1,0,1547
159,No,No,0,14.91,97,23.65,93,7.68,10,2.84,1,0,1548
102,No,No,0,46.09,133,14.62,105,7.61,5,2.78,1,0,1549
107,No,No,0,17.58,125,16.09,125,10.22,3,3.89,1,0,1550
106,No,No,0,8.87,113,18.71,95,5.05,2,3.08,2,0,1551
75,No,No,0,25.08,97,16.29,68,6.08,3,4.43,2,0,1553
86,No,No,0,37.03,95,18.25,70,10.29,7,3.05,0,0,1554
169,No,No,0,40.07,85,11.64,97,9.94,10,3.59,1,0,1555
122,No,Yes,22,34.77,121,11.87,103,9.23,5,2.32,2,0,1556
106,No,No,0,30.33,123,21,105,11.7,2,2.59,0,0,1557
52,No,Yes,32,22.12,77,21.01,87,13.02,5,3.65,2,0,1558
79,No,Yes,34,17.63,78,20.09,102,11.55,4,4,2,0,1559
135,No,No,0,40.78,104,15.05,118,9.77,3,1.59,2,0,1560
70,No,No,0,25.23,90,22.7,101,6.82,4,2.4,0,0,1561
80,No,No,0,25.26,65,17.92,86,9.17,2,2.7,2,0,1562
37,No,No,0,32.49,113,10.98,117,9.34,1,3.48,0,0,1563
161,No,Yes,39,37.15,94,9.58,121,9.23,4,1.97,1,0,1564
123,No,No,0,21.88,94,10,132,8.93,5,2.92,0,0,1566
80,No,Yes,38,40.22,68,16.79,102,9.43,10,2.57,2,0,1567
105,No,Yes,27,24,94,14.25,101,12.35,2,3.08,1,0,1569
73,No,Yes,31,33.05,84,14.96,110,10.35,3,3.11,0,0,1570
179,No,No,0,39.87,94,13.96,72,8.61,4,1.65,1,0,1572
57,No,No,0,26.21,85,16.72,97,11.41,9,2.73,1,0,1573
127,No,Yes,14,24.34,91,14.44,77,9.97,1,3.13,1,0,1574
33,No,Yes,35,27.52,82,12.85,131,8.59,2,2.3,1,0,1576
94,No,No,0,20.18,57,17.43,100,7.75,6,2.81,3,0,1577
100,No,No,0,30.45,132,16.71,116,8.4,10,2.75,1,0,1578
106,No,No,0,25.14,99,17.79,80,7.29,5,2.38,2,0,1579
148,No,Yes,38,35.56,73,9.91,105,4.93,4,4.46,2,0,1580
91,No,Yes,34,29.8,122,22.3,76,6.48,11,1.51,1,0,1582
86,No,No,0,25.59,95,10.23,96,12.2,2,2.43,1,0,1583
78,No,Yes,25,33.56,113,25.13,73,9.53,2,3.56,0,0,1584
94,No,No,0,27.8,111,12.21,82,11.4,5,3.4,1,0,1585
85,No,No,0,40.27,113,16.8,78,13.91,7,3.08,2,1,1586
89,No,No,0,13.99,80,14.21,70,8.76,4,1.94,1,0,1587
128,No,No,0,36.72,115,13.06,74,10.22,4,3.43,1,0,1588
76,No,No,0,24.43,108,14.71,95,10.76,6,1.57,1,0,1590
75,No,Yes,39,33.69,132,23.83,73,5.83,7,3.05,1,0,1591
90,No,Yes,29,31.55,113,18.67,120,6.84,5,3,2,0,1592
30,No,No,0,23.39,80,13.77,126,8.45,10,1.57,3,0,1593
102,No,Yes,31,21.3,108,12,68,7.57,2,1.7,3,0,1595
83,No,No,0,30.4,84,14.27,65,8.05,4,2.32,3,0,1596
155,No,No,0,27.71,102,17.33,109,7.15,4,4.08,2,0,1598
82,No,Yes,29,27.85,112,11.47,95,3.57,2,2.38,2,0,1599
87,No,No,0,32.22,100,17.42,93,9.98,3,3.62,1,0,1600
115,No,Yes,26,26.38,133,19.63,100,11.77,4,1.22,0,0,1601
54,No,Yes,33,19.04,112,17.68,83,6.76,4,3.05,2,0,1604
105,No,No,0,19.64,83,22.72,90,5.14,5,3.59,3,0,1605
73,No,No,0,23.31,114,17.92,120,8.61,4,3,1,0,1606
21,No,Yes,19,22.56,101,17.39,78,6.96,7,3.48,3,0,1608
163,No,Yes,25,37.33,99,17.88,88,10.92,8,3.73,2,0,1609
57,No,No,0,28.83,112,19.95,83,12.84,4,3.02,0,0,1610
83,No,Yes,20,16.15,92,14.27,79,9.03,2,3.02,0,0,1612
141,No,No,0,27.22,120,21.82,107,12.15,1,1.89,2,0,1613
95,No,No,0,33.08,106,19.79,92,7.8,2,1.03,3,0,1614
184,No,No,0,40.19,120,24.42,94,8.64,4,3.73,1,1,1615
67,No,No,0,30.57,86,14.72,97,12.28,4,2.94,0,0,1617
71,No,Yes,39,31.14,111,17.8,109,7.76,6,3.21,1,0,1619
149,No,No,0,20.26,110,14.31,119,9.21,6,3.29,4,1,1620
154,No,Yes,35,38.08,99,16.32,100,7.34,2,2.59,0,0,1621
117,No,No,0,31.42,101,21.13,113,5.99,8,2.59,1,0,1623
130,No,No,0,29.97,104,17.09,123,7.29,5,3.05,1,0,1624
73,No,No,0,41.09,133,14.32,122,7.64,2,3,2,0,1625
100,No,Yes,38,38.2,131,24.99,61,13.05,6,2.65,0,0,1626
149,No,No,0,35.24,82,16.86,83,5.13,4,2.32,1,0,1627
29,No,No,0,33.46,110,14.28,98,5.97,7,3.43,2,0,1628
131,No,No,0,18.85,90,9.83,114,8.57,9,4.27,1,0,1629
153,No,No,0,20.83,103,23.23,71,8.9,3,2.16,2,0,1630
84,No,No,0,38.57,122,17.14,121,5.86,5,3.56,2,0,1631
133,No,No,0,31.79,128,12.02,108,10.72,8,2.7,2,0,1632
112,No,No,0,28.99,129,16.42,91,8.46,6,3.02,0,0,1633
87,No,No,0,34.82,80,13.69,89,12.86,3,2.57,0,0,1634
72,No,No,0,28.2,97,20.05,120,9.45,5,3.24,2,0,1635
66,No,No,0,26.18,121,16.91,100,6.84,3,2.57,4,1,1636
74,No,No,0,38.28,120,18.28,95,10.88,2,2.46,2,0,1638
116,No,No,0,27.1,88,15.26,71,7.55,2,2.62,6,1,1639
68,No,No,0,29.36,90,11.82,99,7.84,1,3.16,2,0,1640
68,No,No,0,37.88,85,14.94,111,9.09,3,2.97,3,0,1641
99,No,No,0,9.32,103,14.71,125,8.78,3,2.03,1,0,1643
107,No,No,0,22.78,94,14.83,79,14,3,1.97,3,0,1644
124,No,No,0,31.42,84,14.88,95,7.12,6,2.84,1,0,1645
95,No,Yes,36,48.13,86,24.33,129,11.78,3,3.05,3,0,1646
173,No,No,0,49.61,134,18.22,119,6.8,2,2.67,0,1,1647
110,No,No,0,37.86,98,8.99,78,9.67,4,3.65,1,0,1648
102,No,No,0,29.67,136,20.13,110,12.17,5,2.3,0,0,1649
130,No,No,0,11.63,110,16.43,139,7.72,4,2.81,0,0,1650
91,No,Yes,31,46.41,98,18.32,114,4.71,2,2.59,1,0,1651
176,No,Yes,23,48.14,74,13.82,104,8,6,1.94,1,0,1653
84,No,Yes,12,15.25,73,11.78,114,7.46,2,2.89,1,0,1655
138,No,No,0,21.61,106,21.05,75,9.35,3,1.35,3,0,1656
101,No,Yes,28,18,107,19.69,120,12.66,5,2.89,1,0,1657
136,No,No,0,24.19,113,13.43,75,7.99,11,1.62,2,0,1658
111,No,No,0,32.52,94,11.77,107,11.07,3,1.73,2,0,1659
132,No,Yes,36,34.32,75,13.29,92,5.91,5,3.7,0,0,1660
128,No,No,0,42.04,60,15.53,112,6.44,2,3.97,3,0,1661
92,No,Yes,38,41.17,144,13.57,108,9.45,1,2.4,1,0,1662
191,No,No,0,27.54,120,20.5,83,9.47,7,2.94,1,0,1664
99,No,Yes,33,30.45,102,20.26,96,7.46,1,2.86,2,0,1665
106,No,Yes,31,33.56,110,10.49,101,5.2,4,3.32,3,0,1666
88,No,No,0,25.19,67,26.24,79,10.59,4,1.73,2,0,1667
78,No,No,0,32.83,105,14.63,119,5.83,1,2.75,0,0,1668
98,No,No,0,29.19,87,14.86,130,8.53,6,2.11,1,0,1669
17,No,Yes,35,33.75,74,23,130,9.45,10,2.19,1,0,1670
56,No,Yes,24,20.69,76,15.64,98,12,3,3.43,1,0,1671
84,No,No,0,22.13,60,23.63,74,13.74,6,3.78,2,0,1672
95,No,No,0,34.58,61,14.33,105,7.79,3,3.7,2,0,1673
16,No,No,0,29.7,122,23.87,80,7.73,8,2.84,5,0,1674
93,No,No,0,24.09,100,18.79,71,10.22,3,2.75,0,0,1676
83,No,No,0,22.92,78,14.21,123,7.27,5,2.08,2,0,1677
64,No,No,0,24.74,110,19.41,91,12.3,8,2.4,1,0,1679
107,No,No,0,33.07,131,15.84,106,8.02,1,3.43,2,0,1681
110,No,No,0,22.42,106,23.18,105,8.68,4,1.92,1,0,1682
47,No,Yes,30,33.42,140,20.52,118,10.17,4,3.48,2,0,1684
115,No,No,0,16.95,96,12.33,99,6.72,4,3.81,2,0,1685
69,No,No,0,24.41,86,12.05,83,8.73,5,2.92,3,0,1686
163,No,Yes,40,39.42,91,18,74,12.08,3,3.32,2,0,1687
98,No,No,0,12.38,103,15.84,110,7.89,4,2.84,3,0,1689
90,No,Yes,39,16.12,91,18.62,65,8.88,5,3.08,1,0,1690
174,No,Yes,15,37.71,115,17.9,109,9.98,9,3.35,1,0,1691
95,No,No,0,45.73,120,19.86,61,8.07,4,1.97,2,1,1692
79,No,No,0,45.61,111,15.77,88,11.91,7,1.7,1,1,1693
123,No,Yes,27,33.78,105,21.17,124,7.79,5,3.38,1,0,1694
114,No,No,0,34.36,102,16.63,120,13.13,5,3.59,2,0,1696
141,No,No,0,36.65,81,17.05,107,6.92,6,3.35,1,0,1697
132,No,No,0,28.88,121,17.8,79,9.27,2,3.11,1,0,1698
133,No,No,0,34.29,116,14.4,80,12.88,4,1.62,0,0,1699
133,No,No,0,37.59,140,13.62,84,7.28,3,2.27,4,0,1700
93,No,Yes,32,37.18,61,9.78,85,8.67,5,2.54,2,0,1701
34,No,No,0,49.93,71,23.16,76,8.02,10,2.97,2,1,1702
140,No,No,0,20.45,84,20.43,74,9.74,3,2.08,4,1,1703
96,No,Yes,26,29.89,84,17.56,105,8.01,2,3,2,0,1704
144,No,No,0,47.35,90,20.46,90,5.4,5,3.13,1,1,1705
24,No,Yes,29,40.17,114,16.22,105,5.81,2,1.94,3,0,1706
50,No,No,0,22.29,94,13.64,88,9.31,9,1.51,5,1,1708
92,No,Yes,23,28.46,129,21.98,110,5.24,3,3.02,4,0,1709
96,No,No,0,33.61,53,21.29,67,8.15,3,2.84,3,0,1710
146,No,No,0,28.82,71,19.63,115,12.14,7,2.43,2,0,1711
102,No,No,0,29.67,114,18.16,116,7.41,5,2.78,4,0,1713
76,No,No,0,22.05,80,15.09,87,10.3,3,2.03,5,1,1714
99,No,No,0,34,104,9.17,82,10.52,2,3.08,3,0,1715
83,No,Yes,36,16.3,105,22.24,109,10.29,4,3.59,0,0,1716
36,No,Yes,25,25.98,67,20.64,74,6.63,2,2.46,1,0,1717
70,No,No,0,22.08,133,17.74,93,10.41,3,3.86,1,0,1718
104,No,No,0,29,111,13.78,131,9.48,1,1.65,1,0,1721
106,No,No,0,32.54,116,17.06,76,10.35,3,2.21,1,0,1722
84,No,No,0,12.8,113,15.29,134,8.72,1,3.32,1,0,1723
80,No,No,0,25.47,75,23.49,75,10.86,7,2.94,2,0,1724
100,No,No,0,19.7,56,9.46,77,7.66,4,1.92,1,0,1725
99,No,No,0,21.9,105,17.33,131,12.72,4,3.81,2,0,1726
50,No,No,0,22.39,103,18.4,126,8.82,5,2.97,1,0,1727
113,No,Yes,23,25.33,67,20.04,76,9.08,5,2.57,4,0,1729
111,No,Yes,36,16.46,105,14.5,85,7.47,4,3.62,2,0,1730
70,No,No,0,39.58,111,25.79,104,11.5,7,3.48,0,1,1732
97,No,Yes,43,20.59,115,22.12,100,10.01,5,2.24,3,0,1733
130,No,No,0,21.13,99,23.01,83,10.78,6,0.95,0,0,1734
92,No,No,0,26.81,100,25.38,99,9.76,3,3.73,1,0,1735
119,No,No,0,21.13,88,17.6,93,7.08,1,4,0,0,1736
115,No,No,0,48.69,74,17.48,141,8.61,6,1.86,1,1,1737
134,No,No,0,24.09,101,17.48,60,9.83,6,2.38,0,0,1738
127,No,Yes,25,29.41,64,20.89,99,13.5,3,1.3,0,0,1739
80,No,No,0,45.68,147,25.59,140,7.52,1,1.57,2,1,1740
153,No,Yes,31,37.15,103,11.41,105,5.35,6,2.54,0,0,1741
85,No,No,0,43.4,83,16.54,78,12.45,5,1,3,0,1742
35,No,No,0,44.34,78,21.94,123,5.91,2,1.57,1,0,1744
120,No,Yes,26,40.7,88,22.05,132,10.71,3,2.08,0,0,1745
68,No,No,0,38.54,129,14.31,117,8.49,1,2.75,0,0,1746
120,No,No,0,26.86,103,16.75,132,6.97,5,2.7,1,0,1748
124,No,No,0,26.76,112,14.26,102,8.5,3,2.38,3,0,1750
23,No,No,0,19.23,95,14.35,126,11.83,2,1.86,1,1,1751
63,No,No,0,24.23,102,17.71,120,10.3,2,2.03,2,0,1754
134,No,No,0,34.46,90,19.12,108,11.43,7,3.27,0,0,1759
66,No,Yes,35,32.44,93,22.21,108,9.43,6,2.4,0,0,1760
66,No,No,0,34.87,109,19.78,95,11.7,6,2.48,2,0,1761
127,No,Yes,28,40.05,113,20.13,127,10.85,2,2.08,1,0,1762
146,No,No,0,32.18,128,13.25,83,8.37,3,2,0,0,1763
93,No,Yes,42,28.37,84,23.22,106,7.69,1,3.11,1,0,1764
77,No,No,0,41.68,83,21.6,91,10.77,4,2.03,0,1,1765
111,No,No,0,22.54,67,18.79,101,5.76,2,3.43,4,1,1766
125,No,No,0,30.99,121,11.88,96,7.72,7,3.13,2,0,1767
115,No,Yes,14,32.69,90,7.54,120,10.32,3,2.84,2,0,1768
114,No,No,0,32.81,81,21.25,79,6,2,2.59,2,0,1770
106,No,No,0,26.96,114,18.7,106,11.38,3,2.46,0,0,1771
118,No,Yes,39,15.56,113,18.69,99,10.31,8,3.43,2,0,1772
59,No,No,0,26.11,88,17.47,89,5.15,10,3.38,1,0,1773
21,No,No,0,41.6,117,14.28,87,12.67,1,1.78,1,0,1775
142,No,Yes,24,40.77,65,24.3,106,11.55,4,2.57,0,0,1776
62,No,No,0,29.31,100,19.59,109,10.27,5,2.97,0,0,1777
149,No,No,0,41.23,97,20.86,80,9.88,3,2.7,3,1,1778
54,No,Yes,39,19.99,60,13.53,113,10.64,10,3.05,2,0,1779
112,No,No,0,29.67,71,22.04,120,7.67,7,3.05,1,0,1780
68,No,No,0,26.74,85,18.78,129,9.85,7,3.24,1,0,1781
88,No,No,0,37.09,60,14.39,99,6.35,1,2.16,1,0,1783
45,No,Yes,29,23.09,101,18.91,92,10.6,6,2.13,2,0,1786
116,No,No,0,27.32,106,12.48,144,12.95,5,2.21,0,0,1787
146,No,Yes,31,34.43,108,20.52,77,7.63,2,2.11,1,0,1788
63,No,Yes,34,25.87,91,19.3,103,8.81,5,3.32,1,0,1789
125,No,No,0,32.57,108,17.48,123,9.46,3,2.48,2,0,1791
72,No,No,0,23.61,102,17.99,91,8.08,3,2.92,1,0,1792
130,No,No,0,21.59,107,17.59,99,10.43,6,1.65,0,0,1793
97,No,No,0,28.66,105,22.03,123,12.59,4,1.97,1,0,1794
54,No,No,0,48.72,108,18.97,107,9.17,5,3.11,1,1,1795
160,No,Yes,29,27.98,108,22.34,131,5.57,4,4.1,1,0,1796
79,No,No,0,24.48,91,11.54,129,9.56,4,3.51,1,0,1797
59,No,No,0,34.73,123,21.02,94,9.66,4,3.24,1,0,1799
132,No,No,0,27.74,90,14.25,90,3.94,10,1.67,1,0,1800
21,No,No,0,38.25,111,20.76,93,9.95,4,2.89,0,0,1801
93,No,No,0,29.94,130,16.97,96,11.88,6,2.3,2,0,1802
147,No,Yes,36,43.21,105,19.39,125,4.41,7,3.73,5,0,1803
101,No,No,0,29.73,75,22.27,93,9.45,5,2.3,1,0,1804
63,No,No,0,36.01,137,19.63,99,9.77,9,2.89,3,0,1806
107,No,No,0,41.12,117,10.79,92,8.35,6,3.16,0,0,1807
110,No,No,0,33.34,123,16.97,71,6.12,1,3.48,3,0,1808
83,No,No,0,39.32,84,17.88,106,9.78,2,3.35,3,0,1809
117,No,No,0,27.47,119,16.69,111,13.27,2,3.73,1,0,1810
89,No,No,0,32.66,88,13.91,138,7.64,3,1.65,0,0,1814
101,No,Yes,42,35.56,74,13.57,100,8.17,3,2.57,0,0,1816
116,No,No,0,28.53,123,12.07,128,8.58,4,1.97,2,0,1818
78,No,No,0,23.66,113,16.27,125,12.89,3,3.19,3,0,1819
117,No,Yes,17,37.62,100,14.25,87,11.82,4,1.19,0,0,1820
56,No,No,0,20.67,115,14.05,95,10.98,2,2.4,1,0,1821
123,No,Yes,39,45.97,110,20.83,113,4.9,7,4.16,1,0,1822
127,No,No,0,23.73,112,20.48,88,5.72,4,2.38,2,0,1823
116,No,Yes,23,43.01,121,11.81,104,12.5,3,3.19,2,0,1824
138,No,Yes,26,31.26,93,20.46,125,8.36,3,4.05,1,0,1825
120,No,No,0,34.56,66,22.09,103,5.22,2,2.11,3,0,1826
102,No,No,0,34.1,127,12.96,128,8.97,2,2.08,3,0,1827
95,No,No,0,28.49,89,14.96,113,11.29,6,3.62,2,0,1828
102,No,No,0,26.61,103,17.37,72,6.39,2,2.67,2,0,1829
89,No,Yes,25,36.57,69,16.78,117,7.29,10,2.86,1,0,1830
68,No,No,0,33.22,101,18.03,134,6.23,11,4.08,1,0,1833
70,No,No,0,35.48,83,23.42,122,8.21,3,2.16,2,0,1834
138,No,Yes,29,32.32,123,18.97,130,11.53,6,3.83,0,0,1835
141,No,Yes,37,31.52,128,15.17,107,9.82,3,2.16,4,0,1836
112,No,Yes,17,31.14,125,21.49,95,7.05,3,2.62,0,0,1837
52,No,Yes,21,33.27,95,9.03,94,7.08,3,1.43,2,0,1842
97,No,No,0,46.94,106,17.09,73,10.41,4,2.4,0,1,1843
77,No,Yes,28,23.1,102,20.78,74,9.34,3,3.11,4,1,1845
120,No,Yes,43,30.24,70,14.88,117,7.26,4,3.11,1,0,1847
54,No,Yes,39,24.46,117,17.88,117,5.81,8,3.38,2,0,1848
119,No,No,0,48.81,99,13.54,86,9.76,1,3.75,2,1,1850
162,No,Yes,26,30.55,129,18.54,105,9.55,8,2.51,1,1,1851
85,No,No,0,28.19,141,16.15,116,6.48,3,2.94,5,1,1852
101,No,Yes,25,24.5,105,14.25,107,10.8,3,3.92,1,0,1853
172,No,No,0,29.33,71,21.51,113,9.97,6,1.59,0,0,1854
80,No,No,0,33.97,91,14.2,94,12.23,4,1.49,1,0,1855
67,No,No,0,18.55,76,12.1,86,4.1,5,2.94,2,0,1856
107,No,No,0,37.79,111,24.31,117,11.22,4,3.27,1,1,1858
133,No,No,0,41.79,90,22.5,103,5.03,7,3.02,0,0,1859
116,No,No,0,27.98,103,23,109,10.37,3,2.16,0,0,1860
63,No,No,0,35.99,77,23.09,108,9.15,7,2,0,0,1861
69,No,No,0,33.17,57,22.23,90,9.17,5,3.08,0,0,1865
119,No,No,0,13.92,114,21.57,125,9.59,1,2.4,2,1,1867
123,No,No,0,35.17,86,19.07,60,8.88,2,2.24,3,0,1869
43,No,No,0,30.48,126,21.48,114,10.24,5,2.16,0,0,1871
69,No,No,0,31.5,88,18.62,107,10.96,5,1.49,0,0,1872
107,No,Yes,25,42.26,115,10.14,83,8.74,1,3.24,1,0,1874
67,No,No,0,25.93,107,21.45,104,8.34,3,1.32,2,0,1875
99,No,No,0,24.75,87,19.63,86,8.17,7,3.08,1,0,1876
39,No,No,0,50.22,117,19.73,123,9.2,2,3.11,1,1,1879
92,No,No,0,23.77,143,14.87,135,9.07,7,2.54,2,0,1880
56,No,No,0,27.59,78,12.67,115,11.5,1,4,4,1,1881
76,No,No,0,46.36,95,20.09,105,10.6,2,2.08,0,1,1882
140,No,Yes,28,26.71,97,14.65,94,8.3,9,3,1,0,1884
27,No,No,0,40.24,92,19.71,85,7.41,6,3.43,1,0,1886
117,No,No,0,32.49,56,24.04,118,3.82,4,3.24,2,0,1889
135,No,No,0,37.2,64,20.64,80,3.86,3,2.78,4,0,1891
146,No,No,0,34.92,77,11.47,83,13.97,2,2.78,3,0,1892
68,No,No,0,42.48,118,21.63,98,12.29,6,2.4,2,1,1894
68,No,No,0,22.37,109,11.65,107,11.53,5,2.75,3,0,1895
86,No,Yes,21,33.64,100,14.08,120,9.36,9,2.73,0,0,1896
131,No,No,0,28.31,107,17.87,93,11.57,5,2.67,1,0,1897
86,No,Yes,29,38.32,112,15.9,112,12.65,3,3.48,1,0,1898
159,No,No,0,46.89,108,16.11,93,10.08,5,2,2,1,1899
134,No,Yes,40,24.29,61,7.53,96,13.05,6,2.92,1,0,1900
113,No,No,0,35.22,80,21.76,87,9.49,1,2.67,1,0,1901
132,No,No,0,35.05,118,17.95,122,8.83,6,2.75,1,0,1902
85,No,No,0,35.75,76,16.64,82,9.97,7,3.02,1,0,1903
174,No,Yes,33,28.53,91,17.45,132,5.85,4,3.92,4,1,1905
61,No,No,0,33.61,96,12.94,93,9.95,3,1.89,2,0,1906
88,No,Yes,28,32.4,105,20.17,116,9.52,1,2.65,2,0,1908
195,No,Yes,36,39.39,88,19.13,89,9.08,2,3.27,0,0,1910
182,No,No,0,11.75,109,19.58,96,11.55,4,1.76,0,0,1911
118,No,No,0,32.1,64,18.48,100,9.9,7,2.21,4,0,1912
65,No,No,0,32.64,88,11.86,102,8.43,4,1.49,2,0,1914
61,No,Yes,25,27.83,112,9.62,118,6.03,3,2.67,3,0,1915
172,No,No,0,35.99,101,16.89,136,13.58,9,1.76,1,0,1916
72,No,No,0,29.84,120,11.25,96,10.93,3,3.19,1,0,1917
113,No,No,0,25.52,85,17.01,105,12,3,2.97,2,0,1918
177,No,No,0,32.22,117,14.99,112,10.17,2,3.83,1,0,1919
100,No,No,0,12.04,102,18.33,125,10.39,1,2.57,6,1,1920
67,No,No,0,36.64,95,16.21,106,9.65,6,2.32,1,0,1921
136,No,No,0,17.29,99,17.24,119,6.13,6,2.54,3,0,1922
71,No,No,0,43.93,119,10.78,87,8.21,8,2.62,4,0,1923
124,No,No,0,22.41,119,24.17,101,13.75,2,3.05,1,0,1925
84,No,No,0,32.33,141,16.8,102,11.14,6,2.65,2,0,1926
39,No,No,0,26.2,112,17.36,92,8.83,4,2.65,2,0,1927
110,No,No,0,31.96,118,7.69,64,6.76,3,4.13,3,0,1928
102,No,No,0,17.53,129,23.38,92,6.35,5,3.02,1,0,1929
70,No,No,0,29.82,130,13.56,96,11.73,4,3.13,0,0,1930
142,No,No,0,24.72,98,17.77,96,9.63,1,2.94,1,0,1931
17,No,No,0,27.46,81,18.21,106,14.18,5,2.32,1,0,1933
119,No,No,0,44.22,68,21.8,89,10.31,2,2.7,1,1,1934
105,No,No,0,47.82,96,25.63,109,9.13,3,2.35,0,1,1935
90,No,No,0,17.34,134,9.63,105,8.49,3,3.08,2,0,1937
100,No,Yes,33,37.18,144,13.18,117,4.46,4,3.27,1,0,1938
155,No,Yes,30,21.85,91,16.01,85,11.45,6,1.84,1,0,1939
113,No,No,0,21.88,67,19.3,135,8.01,4,2.48,2,1,1940
123,No,No,0,29.27,76,13.82,101,11.26,4,2.35,1,0,1941
145,No,No,0,33.86,86,10.71,135,13.01,3,2.05,1,0,1942
42,No,No,0,31.37,93,17.04,91,12.56,3,2.38,2,0,1943
125,No,No,0,28.66,107,14.93,92,10.95,7,2.94,0,0,1944
131,No,Yes,30,29.58,81,17.45,90,9.82,3,1.81,1,0,1945
107,No,No,0,39.17,80,21.88,88,4.83,3,2.3,1,0,1946
48,No,No,0,33.69,115,17.24,73,6.59,5,1.38,1,0,1947
76,No,No,0,31.64,100,17.99,100,10.38,4,2.16,0,0,1948
128,No,No,0,25.25,106,20.66,114,11.48,2,1.84,1,0,1949
73,No,No,0,26.71,83,22.85,91,8.17,8,2.7,0,0,1950
52,No,No,0,26.35,104,11.34,84,7.92,4,1.89,4,1,1951
124,No,No,0,32.05,123,15.47,127,9.82,6,1.65,1,0,1953
137,No,No,0,35.5,100,19.15,130,9.97,5,3,0,0,1954
71,No,No,0,40.46,94,23.67,134,8.69,10,3.19,0,1,1955
139,No,No,0,35.89,108,17.59,70,8.73,4,1.51,0,0,1956
107,No,Yes,30,33.81,90,17.6,76,7.19,4,3.4,3,0,1957
147,No,No,0,36.18,91,17.35,113,7.03,2,2.75,1,0,1958
116,No,No,0,23.36,94,10.2,64,5.86,2,3.35,3,0,1959
60,No,Yes,31,32.61,135,22.76,62,9.02,3,3.46,2,0,1960
63,No,No,0,19.91,90,21.22,84,7.3,4,3,3,0,1962
131,No,No,0,19.18,116,16.95,105,6.42,5,2.73,0,0,1964
158,No,No,0,29.9,88,16.01,98,8.47,6,2.97,1,0,1965
139,No,No,0,40.22,107,14.44,118,9.55,2,3,1,1,1966
140,No,No,0,22.03,99,20.93,124,7.74,10,2.54,3,0,1968
72,No,No,0,30.11,105,15.7,94,7.83,6,2.16,1,0,1969
52,No,Yes,20,22.66,123,15.65,107,12.28,2,3.65,1,0,1970
103,No,No,0,28.53,123,18.1,73,9.37,3,3.51,5,0,1971
74,No,Yes,32,29.68,115,26.4,92,10.56,4,2.43,1,0,1972
124,No,No,0,25.55,112,21.75,62,6.15,4,3.38,2,0,1973
85,No,Yes,21,48.14,108,20.37,80,6.73,1,1.7,5,0,1974
113,No,Yes,20,26.83,56,13.73,100,12.22,2,2.35,5,1,1975
71,No,No,0,24,90,12.67,72,7.71,2,1.89,2,0,1976
177,No,Yes,27,39.13,78,16.67,108,9.69,2,2.81,1,0,1977
